epoch,lr-AdamW,lr-AdamW-momentum,lr-AdamW-weight_decay,regularization_loss_core,regularization_loss_readout,step,test_correlation/dataloader_idx_0,test_correlation/dataloader_idx_1,test_correlation/dataloader_idx_2,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,test_loss/dataloader_idx_2,train_correlation,train_loss,train_total_loss,val_correlation,val_loss,val_regularization_loss_core,val_regularization_loss_readout,val_total_loss
36,,,,,,4957,,,,,,,,,,0.24590139091014862,362.185302734375,67.37761688232422,28.930538177490234,458.4934387207031
36,,,,66.12275695800781,28.85686492919922,4957,,,,,,,0.20375970005989075,135043.671875,135138.625,,,,,
,0.01,0.9,0.01,,,4958,,,,,,,,,,,,,,
37,,,,,,5091,,,,,,,,,,0.24114830791950226,362.7698059082031,65.9214096069336,29.025657653808594,457.717041015625
37,,,,66.02421569824219,28.95501708984375,5091,,,,,,,0.20523497462272644,134659.4375,134754.390625,,,,,
,0.01,0.9,0.01,,,5092,,,,,,,,,,,,,,
38,,,,,,5225,,,,,,,,,,0.24789391458034515,360.552001953125,65.405517578125,29.127328872680664,455.08489990234375
38,,,,65.4987564086914,29.050430297851562,5225,,,,,,,0.20455865561962128,135119.46875,135214.0625,,,,,
,0.01,0.9,0.01,,,5226,,,,,,,,,,,,,,
39,,,,,,5359,,,,,,,,,,0.24498268961906433,361.2202453613281,66.47689056396484,29.236873626708984,456.9341125488281
39,,,,66.1905288696289,29.155029296875,5359,,,,,,,0.20507782697677612,134716.015625,134811.34375,,,,,
,0.01,0.9,0.01,,,5360,,,,,,,,,,,,,,
40,,,,,,5493,,,,,,,,,,0.24253202974796295,360.61456298828125,65.88703918457031,29.348094940185547,455.8495788574219
40,,,,66.04994201660156,29.264347076416016,5493,,,,,,,0.2054341584444046,134557.625,134652.953125,,,,,
,0.01,0.9,0.01,,,5494,,,,,,,,,,,,,,
41,,,,,,5627,,,,,,,,,,0.2462051510810852,360.2417297363281,66.64524841308594,29.454870223999023,456.34173583984375
41,,,,66.10102844238281,29.374717712402344,5627,,,,,,,0.20591098070144653,134756.734375,134852.1875,,,,,
,0.01,0.9,0.01,,,5628,,,,,,,,,,,,,,
42,,,,,,5761,,,,,,,,,,0.24326403439044952,361.7502136230469,65.22994995117188,29.557886123657227,456.5380554199219
42,,,,65.54817199707031,29.48248291015625,5761,,,,,,,0.20621256530284882,134698.59375,134793.59375,,,,,
,0.01,0.9,0.01,,,5762,,,,,,,,,,,,,,
43,,,,,,5895,,,,,,,,,,0.24760067462921143,360.1817626953125,65.53744506835938,29.652740478515625,455.3719177246094
43,,,,66.07332611083984,29.582874298095703,5895,,,,,,,0.20847153663635254,134770.78125,134866.4375,,,,,
,0.01,0.9,0.01,,,5896,,,,,,,,,,,,,,
44,,,,,,6029,,,,,,,,,,0.24809981882572174,360.6294250488281,65.66725158691406,29.743804931640625,456.04046630859375
44,,,,66.00135040283203,29.677467346191406,6029,,,,,,,0.20777562260627747,134868.046875,134963.75,,,,,
,0.003,0.9,0.01,,,6030,,,,,,,,,,,,,,
45,,,,,,6163,,,,,,,,,,0.24551880359649658,360.8095703125,64.29967498779297,29.772865295410156,454.882080078125
45,,,,64.82850646972656,29.750478744506836,6163,,,,,,,0.21019911766052246,133897.28125,133991.90625,,,,,
,0.003,0.9,0.01,,,6164,,,,,,,,,,,,,,
46,,,,,,6297,,,,,,,,,,0.24983391165733337,359.9260559082031,63.5450553894043,29.802305221557617,453.2734680175781
46,,,,63.95076370239258,29.780330657958984,6297,,,,,,,0.21215501427650452,134197.953125,134291.640625,,,,,
,0.003,0.9,0.01,,,6298,,,,,,,,,,,,,,
47,,,,,,6431,,,,,,,,,,0.24867838621139526,359.8025817871094,62.62656784057617,29.834373474121094,452.2635192871094
47,,,,63.09981918334961,29.810258865356445,6431,,,,,,,0.2118145078420639,133840.515625,133933.4375,,,,,
,0.003,0.9,0.01,,,6432,,,,,,,,,,,,,,
48,,,,,,6565,,,,,,,,,,0.24862836301326752,359.4742431640625,62.445587158203125,29.866682052612305,451.7865295410156
48,,,,62.41797637939453,29.84270477294922,6565,,,,,,,0.21225659549236298,133926.84375,134019.109375,,,,,
,0.003,0.9,0.01,,,6566,,,,,,,,,,,,,,
49,,,,,,6699,,,,,,,,,,0.2504100799560547,359.4478454589844,62.08852767944336,29.898996353149414,451.4353332519531
49,,,,62.28138732910156,29.874116897583008,6699,,,,,,,0.2114720493555069,133465.828125,133558.0,,,,,
,0.003,0.9,0.01,,,6700,,,,,,,,,,,,,,
50,,,,,,6833,,,,,,,,,,0.24825605750083923,360.5271911621094,60.90521240234375,29.931652069091797,451.3641052246094
50,,,,61.625938415527344,29.907604217529297,6833,,,,,,,0.21125485002994537,133892.71875,133984.1875,,,,,
,0.003,0.9,0.01,,,6834,,,,,,,,,,,,,,
51,,,,,,6967,,,,,,,,,,0.25063586235046387,360.0918884277344,60.720367431640625,29.965801239013672,450.7781066894531
51,,,,60.78143310546875,29.94036865234375,6967,,,,,,,0.21167755126953125,133735.0,133825.75,,,,,
,0.003,0.9,0.01,,,6968,,,,,,,,,,,,,,
52,,,,,,7101,,,,,,,,,,0.24803315103054047,359.5160827636719,59.96269226074219,30.001789093017578,449.4804992675781
52,,,,60.28137969970703,29.97479248046875,7101,,,,,,,0.2112005203962326,133884.40625,133974.625,,,,,
,0.003,0.9,0.01,,,7102,,,,,,,,,,,,,,
